133.487548,34.473518,35,1012,42,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,41,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,40,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,41,1,1,562.4,1.5,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,41,1,1,562.4,1.5,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1012,42,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,43,1,1,562.4,1.6,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,43,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,43,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,44,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,44,1,1,562.4,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,35,1011,44,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,45,1,1,562.4,1.7,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,45,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,44,1,1,562.4,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,45,1,1,562.4,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,44,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,45,1,1,562.4,2.1,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,44,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,44,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,44,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,2.2,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1011,43,1,1,562.4,1.8,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,42,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,42,1,1,562.4,1.6,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,42,1,1,562.4,1.9,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,41,1,1,562.5,2.1,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,41,1,2,562.4,2.2,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,40,1,2,562.5,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,40,1,2,562.5,2.0,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,41,1,2,562.4,2.1,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,41,1,2,562.5,2.3,8,8,17,0,0,0,0.0,"0.0"
133.487548,34.473518,36,1012,41,1,2,562.5,2.1,8,8,17,0,0,0,0.0,"0.0"
