130.000000,30.000000,0,970,0,0,0,180.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,0,970,0,0,0,180.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,158,189,127.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,59,153,190,148.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,59,172,211,152.3,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,189,200,171.3,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,196,192,171.4,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,59,197,191,171.4,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,997,59,200,191,171.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,997,58,190,203,161.8,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,997,58,186,213,156.1,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,997,59,184,219,147.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,180,209,143.7,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,59,172,197,147.6,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,177,177,162.3,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,186,158,169.4,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,60,187,145,171.3,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,61,189,138,170.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,27,996,63,190,140,168.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,64,181,162,157.3,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,63,180,179,154.4,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,63,183,200,147.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,62,185,220,143.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,60,185,239,137.1,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,60,178,187,158.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,996,59,169,181,169.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,58,169,181,172.5,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,58,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,57,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,57,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,56,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,56,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,53,169,181,172.9,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,182,228,166.0,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,184,253,150.8,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,54,196,220,154.6,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,191,181,159.1,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,190,163,153.6,0.0,360,0,0,0,0,0,0.0,0.0,
130.000000,30.000000,28,997,55,193,154,153.5,0.0,360,0,0,0,0,0,0.0,0.0,
